Name,City,RatingStars,OpeningTime
Sweet & Simple,Sheffield,5.24,2020-11-08T17:00:00
Ciro Grill & Pizza,Sheffield,5.23,2020-11-09T15:00:00
Tasty Meals,Sheffield,5.22,2020-11-08T16:00:00
Kolkata Indian & Bangladeshi Takeaway,Sheffield,5.21,2020-11-08T17:15:00
Rowsha,Sheffield,5.2,2020-11-08T13:00:00
Venice Pizza,Sheffield,5.2,2020-11-08T16:00:00
7 Spices,Sheffield,5.2,2020-11-08T17:00:00
Golden Stars,Sheffield,5.2,2020-11-08T11:20:00
Planet Pizza,Sheffield,5.2,2020-11-08T16:30:00
Kebabish Grill & Curry House,Sheffield,5.19,2020-11-08T16:00:00
Pisa Pizza,Sheffield,5.19,2020-11-08T17:00:00
Graze Inn,Sheffield,5.19,2020-11-08T12:00:00
Treatz,Sheffield,5.19,2020-11-08T14:00:00
Prime Pizza,Sheffield,5.19,2020-11-08T16:30:00
Norooz Grill Restaurant,Sheffield,5.18,2020-11-08T12:00:00
Aleppo Castle,Sheffield,5.17,2020-11-08T17:00:00
Pizza Palace,Sheffield,5.17,2020-11-08T17:15:00
Gulistan Takeaway,Sheffield,5.14,2020-11-08T17:30:00
Da Vinci,Sheffield,5.13,2020-11-08T16:30:00
Mount Lebanon,Sheffield,5.13,2020-11-08T12:00:00
Tasty Thai,Sheffield,5.12,2020-11-08T16:00:00
Fab’s Chicken & Pizzas,Sheffield,5.12,2020-11-08T12:00:00
Milan's Pizza,South Yorkshire,5.12,2020-11-08T17:35:00
Just Falafs,Sheffield,5.11,2020-11-08T18:00:00
Butlers Balti House,Sheffield,5.1,2020-11-08T16:00:00
Zarmeenz Peri Peri Chicken,Sheffield,5.1,2020-11-08T13:00:00
Hillsborough Grill,Sheffield,5.1,2020-11-08T16:30:00
Von’s Kitchen,Sheffield,5.09,2020-11-08T16:00:00
Mehr's Massala,Sheffield,5.09,2020-11-08T16:15:00
Everest Restaurant 1978,Sheffield,5.09,2020-11-08T17:00:00
Indian Chef,Sheffield,5.08,2020-11-08T17:30:00
Amigos Mexican Kitchen,Sheffield,5.08,2020-11-08T14:00:00
My Chicken Express,Sheffield,5.07,2020-11-08T17:00:00
Betty's Diner,Sheffield,5.07,2020-11-08T18:00:00
Let's Sushi,Sheffield,5.06,2020-11-08T17:00:00
Pizza Master,Sheffield,5.05,2020-11-08T16:30:00
Elif Kebab,Sheffield,5.05,2020-11-08T17:00:00
Pizza City & Indian Cuisine,Sheffield,5.04,2020-11-08T17:00:00
Greggs - Sheffield (The Moor),Sheffield,5.04,2020-11-08T08:00:00
Hell's Kitchen,Sheffield,5.04,2020-11-08T11:00:00
Sugar London Road,Sheffield,5.04,2020-11-08T18:00:00
Kelham Friary,Sheffield,5.03,2020-11-08T16:15:00
Pizza Hot,Sheffield,5.03,2020-11-08T16:30:00
Cafe Masala Walkley,Sheffield,5.03,2020-11-08T17:00:00
"Kamz ""n"" Sams",Sheffield,5.02,2020-11-08T16:30:00
Zara's,Sheffield,5.02,2020-11-08T17:30:00
Harlequins,Sheffield,5.01,2020-11-08T17:30:00
Spice Hut,Sheffield,5.0,2020-11-08T17:30:00
Harry's Pizza,Sheffield,5.0,2020-11-08T13:20:00
The Cod King,Sheffield,4.97,2020-11-08T12:30:00
Chikoo's & Peri Peri,Sheffield,4.96,2020-11-08T16:30:00
Mirpuri Tawa,Sheffield,4.95,2020-11-08T17:00:00
Pizza Pronto,Sheffield,4.95,2020-11-08T17:00:00
Devonshire Chippy,Sheffield,4.95,2020-11-08T11:00:00
Big Filla,Sheffield,4.95,2020-11-08T12:00:00
Lotus House,Sheffield,4.94,2020-11-08T17:00:00
Ranmoor Tandoori,Sheffield,4.93,2020-11-08T17:00:00
Wasabisabi,Sheffield,4.93,2020-11-08T16:00:00
Spicy Bites,Sheffield,4.91,2020-11-08T17:30:00
Mr Khan's,Sheffield,4.9,2020-11-08T16:15:00
Epirus Mediterranean Cuisine,Sheffield,4.89,2020-11-08T12:00:00
Big Baps Sandwich Shop,Sheffield,4.89,2020-11-09T07:00:00
Yum Yum,Sheffield,4.89,2020-11-08T17:00:00
Taste Of China (London Road),Sheffield,4.89,2020-11-08T12:00:00
The Original India Garden,South Yorkshire,4.89,2020-11-08T17:00:00
Lino's,Sheffield,4.88,2020-11-08T16:00:00
Flavours,Sheffield,4.87,2020-11-08T17:00:00
Gourmet Curry House,Sheffield,4.87,0001-01-01T00:00:00
Bella Italia - St Pauls Sheffield,Sheffield,4.86,2020-11-08T12:00:00
Koh-I-Noor Curries,Sheffield,4.86,2020-11-08T17:00:00
Pizza Paz,Sheffield,4.85,2020-11-08T17:00:00
Rooster's Flaming Grill,Sheffield,4.84,2020-11-08T16:00:00
Apna Lahore,Sheffield,4.83,2020-11-08T16:00:00
Taste of China (Heeley),Sheffield,4.82,2020-11-08T16:30:00
Pizza 24/7,Sheffield,4.81,2020-11-08T17:00:00
Huang Lou Xing,Sheffield,4.81,2020-11-08T16:00:00
Chan's,Sheffield,4.81,2020-11-08T16:45:00
Parthenonas,Sheffield,4.8,2020-11-08T15:30:00
All Nations Minimarket UK Mama Zanzibar Sheffield,Sheffield,4.8,2020-11-08T11:00:00
The Potato Oven,Sheffield,4.79,2020-11-09T11:00:00
Proper Pub Classics Co. - Penny Black (Sheffield),Sheffield,4.78,2020-11-08T12:00:00
Taste Of Thailand,Sheffield,4.78,2020-11-08T16:00:00
Pizzas R Us,Sheffield,4.78,2020-11-08T12:00:00
Urban Deli,Sheffield,4.77,2020-11-09T08:00:00
Las Iguanas - Sheffield,Sheffield,4.77,2020-11-08T12:00:00
Sumo,Sheffield,4.77,2020-11-08T16:30:00
The Sandwich Shop,Sheffield,4.75,2020-11-08T09:30:00
Shanghai Garden,Sheffield,4.74,2020-11-08T16:30:00
Wicker Kebabish,Sheffield,4.74,2020-11-08T16:30:00
Sundaes Gelato,Sheffield,4.72,2020-11-08T11:50:00
Mr Miyagi Sushi & Noodle Bar,Sheffield,4.71,2020-11-08T12:00:00
Munchies,Sheffield,4.7,2020-11-08T16:35:00
Auntie Anne’s - Sheffield,Sheffield,4.69,2020-11-08T12:00:00
Chicken Stop,Sheffield,4.68,0001-01-01T00:00:00
Subway® West Street,Sheffield,4.68,2020-11-08T11:30:00
Chatanoga,Sheffield,4.68,2020-11-08T16:30:00
King’s Flavour - Sheffield,Sheffield,4.67,2020-11-08T16:00:00
Igo-Hungry,Sheffield,4.66,2020-11-08T17:00:00
Imrans,Sheffield,4.65,2020-11-08T13:15:00
Wong Ting Restaurant,Sheffield,4.63,2020-11-08T11:30:00
Subway® - Bramall Lane,Sheffield,4.62,2020-11-08T07:00:00
Pepe's Piri Piri - Sheffield,Sheffield,4.61,2020-11-08T16:30:00
Eccy's Pizza & Grill,Sheffield,4.6,2020-11-08T17:00:00
Kebabish Express,Sheffield,4.59,2020-11-08T11:00:00
Subway® - 57 King Street,Sheffield,4.58,2020-11-08T12:00:00
Wagon 1871,Sheffield,4.58,2020-11-08T12:00:00
Pizza Hut Restaurants - Sheffield High St,Sheffield,4.58,2020-11-08T11:30:00
Little Snack Bar,Sheffield,4.57,2020-11-08T12:00:00
Cookies & Cream,Sheffield,4.56,2020-11-08T15:00:00
No 1 Chinese Takeaway,Sheffield,4.56,2020-11-08T16:30:00
La Creme,Sheffield,4.55,2020-11-08T16:00:00
Greggs - Sheffield Parkway,Sheffield,4.51,2020-11-08T07:00:00
Subway® - London Road,Sheffield,4.5,2020-11-08T08:00:00
King Spices,Sheffield,4.49,2020-11-08T16:30:00
Tsuki Restaurant,Sheffield,4.48,2020-11-08T12:15:00
Med Food Co,Sheffield,4.48,2020-11-09T10:00:00
Heavenly Desserts - Sheffield,Sheffield,4.48,2020-11-08T17:00:00
New Wongs Kitchen,Sheffield,4.47,2020-11-08T16:30:00
Turtle Bay - Sheffield,Sheffield,4.47,2020-11-08T11:00:00
Snowcream,Sheffield,4.46,2020-11-08T17:00:00
Moo Lab,Sheffield,4.42,2020-11-08T17:00:00
Greggs - Sheffield (Market Place),Sheffield,4.42,2020-11-08T07:00:00
Subway® The Moor,Sheffield,4.41,2020-11-08T12:15:00
Hoo Wah,Sheffield,4.39,2020-11-08T17:00:00
Freddy's,Sheffield,4.37,2020-11-08T17:00:00
My Chicken 2 Nite,Sheffield,4.37,2020-11-08T16:30:00
KFC Sheffield City Road,Sheffield,4.36,2020-11-08T11:00:00
Munchies Desserts,Sheffield,4.36,2020-11-08T16:35:00
FirePit Rocks,Sheffield,4.34,2020-11-08T12:00:00
DJ Sarni Bar,Sheffield,4.33,0001-01-01T00:00:00
Authentic Chinese,Sheffield,4.33,2020-11-08T17:30:00
Mangla Takeaway,Sheffield,4.32,2020-11-08T17:30:00
Taco Bell - Devonshire St,Sheffield,4.3,2020-11-08T11:00:00
Tin Tin Chinese Restaurant,Sheffield,4.3,2020-11-08T11:30:00
Pieminister - Sheffield,Sheffield,4.29,2020-11-08T12:00:00
Giardino,Sheffield,4.29,2020-11-08T08:00:00
Satay Yo! Beer,Sheffield,4.29,2020-11-08T12:00:00
Balti King,Sheffield,4.27,2020-11-08T12:00:00
Burger King Sheffield Parkway,Sheffield,4.27,2020-11-08T11:00:00
Hong Kong House,Sheffield,4.26,2020-11-08T17:00:00
Tokyou Chinese Restaurant,Sheffield,4.26,2020-11-08T11:30:00
Noodle Inn - London Road,Sheffield,4.25,2020-11-08T12:00:00
Desi Cafe,Sheffield,4.24,2020-11-08T09:30:00
Merdocs,Sheffield,4.23,2020-11-08T17:00:00
Noodle Inn Centro,Sheffield,4.22,2020-11-08T11:00:00
Big Daddy's,Sheffield,4.22,2020-11-08T17:00:00
Zizzi - Sheffield Leopold Square,Sheffield,4.21,2020-11-08T12:00:00
Chinese Kitchen,Sheffield,4.2,2020-11-08T12:00:00
KFC Sheffield Queens Road,Sheffield,4.19,2020-11-08T11:00:00
KFC Sheffield West Street,Sheffield,4.19,2020-11-08T11:50:00
Zeenat Indian Cuisine,Sheffield,4.1,2020-11-08T15:45:00
Subway® - Parkway Retail Park,Sheffield,4.09,2020-11-08T11:00:00
KFC Sheffield Haymarket,Sheffield,4.07,2020-11-08T11:00:00
Gelato Passion,Sheffield,4.05,2020-11-08T17:00:00
Delicious Pizzeria,Sheffield,3.98,2020-11-08T14:00:00
Chinos,Sheffield,3.93,2020-11-08T11:00:00
Appetito,Sheffield,3.92,2020-11-09T12:00:00
Subway® Fulwood Road,Broomhill,3.92,2020-11-09T10:00:00
Let's Sushi,Sheffield,3.92,2020-11-08T17:00:00
The Stack Lounge,Sheffield,3.89,2020-11-08T12:00:00
Rassam's Creamery,Sheffield,3.84,2020-11-08T13:00:00
ASK ITALIAN - Sheffield (new),Sheffield,3.8,2020-11-08T12:00:00
KFC Sheffield Berkley Centre,Sheffield,3.69,2020-11-08T12:00:00
The Head of Steam - Sheffield,Sheffield,3.67,2020-11-08T12:00:00
Subway - Suffolk Road,Sheffield,3.67,2020-11-08T11:00:00
Taco Mex,Sheffield,3.64,2020-11-08T11:30:00
No.1 Chinese Takeaway (Walkley),Sheffield,3.61,2020-11-08T16:00:00
Harry Ramsden - Sheffield Flat St,Sheffield,3.53,2020-11-08T12:00:00
FirePit Rocks - American Grill,Sheffield,3.5,2020-11-08T16:00:00
Subway® Devonshire Street,Sheffield,3.47,2020-11-08T12:00:00
The Personal Chef,Sheffield,3.33,2020-11-09T12:00:00
Pizza Hut Delivery - Sheffield City Centre,Sheffield,3.33,2020-11-08T12:00:00
So Famous,Sheffield,3.25,2020-11-08T12:00:00
Papa John's - Ecclesall Road,Sheffield,2.04,2020-11-08T10:30:00
CLUXXX IT - Sheffield Flat Street,Sheffield,1.78,2020-11-08T12:00:00
Krispy Kreme - Sheffield - Greenland Rd,Sheffield,0.0,2020-11-08T12:00:00
Mangobean,Sheffield,0.0,2020-11-09T12:00:00
Ceylon Bengal Burgers,Sheffield,0.0,2020-11-13T12:00:00
Spirit of Sheffield,Sheffield,0.0,2020-11-08T12:00:00
Patisserie Valerie - Sheffield,Sheffield,0.0,2020-11-08T10:00:00
Falafel King,Sheffield,0.0,2020-11-08T10:00:00
Subway - 341 Glossop Road,Sheffield,0.0,2020-11-08T12:00:00
Upperthorpe cafe and grill,Sheffield,0.0,2020-11-09T08:00:00
Doughboy,Sheffield,0.0,2020-11-08T18:00:00
Chicken Crazy - Pond Hill,Sheffield,0.0,2020-11-08T11:00:00
Aagrah - Leopold Square,Sheffield,0.0,0001-01-01T00:00:00
urban pizza co,Sheffield,0.0,2020-11-08T13:00:00
